long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58.41595201;-34.60499116;625;DON CARLOS;OTROS;TRADICIONAL;GENERAL;4864 5208;resdoncarlos@fullzero.com.ar;lunes a domingo de 12 a 16 y de 20 a 00;BILLINGHURST;450;N/A;BILLINGHURST 450;Almagro;5;1174.0;C1174ABH
-58.50833664;-34.57035162;2796;DON CARLOS;BAR;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;DE LOS CONSTITUYENTES;6253;N/A;DE LOS CONSTITUYENTES AV. 6253;Villa Urquiza;12;1431.0;C1431FAA
-58.37799529;-34.6024198;2213;DON GALINDEZ;RESTAURANTE;PARRILLA;MODERNO;4322 6705;N/A;NO ESPECIFICADA;LAVALLE;798;N/A;LAVALLE 798;San Nicolas;1;1047.0;C1047AAP
-58.45040207;-34.60956206;983;DON GAUNA;RESTAURANTE;PARRILLA;CAMPESTRE;NO DISPONIBLE;N/A;NO ESPECIFICADA;GAONA;1537;N/A;GAONA AV. 1537;Caballito;6;1416.0;C1416DRD
-58.4513136;-34.59856953;2667;DON GENNARO;RESTAURANTE;MINUTAS;MODERNO;4854 7642;N/A;NO ESPECIFICADA;DARWIN;40;N/A;DARWIN 40;Villa Crespo;15;1414.0;C1414CUB
-58.50393545;-34.58723396;2773;DON GOLO;RESTAURANTE;TRADICIONAL;GENERAL;4571 4006;gollob2003@hotmail.com;NO ESPECIFICADA;MOSCONI GRAL.;3037;N/A;MOSCONI GENERAL AV. 3037;Villa Pueyrredon;12;1419.0;C1419EQJ
-58.43303176;-34.58059157;136;DON GOMEZ;RESTAURANTE;PARRILLA;MODERNO;4772 1131;N/A;NO ESPECIFICADA;SOLER;5644;N/A;SOLER 5644;Palermo;14;1425.0;C1425BYH
-58.43925691;-34.56583534;137;DON IGNACIO;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4776 7278;N/A;NO ESPECIFICADA;OLLEROS;1879;N/A;OLLEROS AV. 1879;Palermo;14;1426.0;C1426CRG
-58.43551622;-34.5818252;138;DON ISIDRO;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4899 0882;N/A;NO ESPECIFICADA;BONPLAND;1905;N/A;BONPLAND 1905;Palermo;14;1414.0;C1414CMY
-58.42429206;-34.58632489;139;DON JULIO;RESTAURANTE;TRADICIONAL;ANTIGUO;4832 6058;N/A;NO ESPECIFICADA;GUATEMALA;4699;N/A;GUATEMALA 4699;Palermo;14;1425.0;C1425BUK
-58.4606048;-34.57855101;2754;DON LECHON;RESTAURANTE;PARRILLA;CAMPESTRE;4555 5845;N/A;lunes a jueves y domingo de 12 a 15.30 y de 20 a 00 - viernes a domingo de 12 a 16;ELCANO;3607;N/A;ELCANO AV. 3607;Villa Ortuzar;15;1427.0;C1427CHA
-58.37628221;-34.60466779;2214;DON LUIS;RESTAURANTE;MINUTAS;MODERNO;4328 2082;N/A;lunes a viernes de 6.30 a 18.30;SARMIENTO;682;N/A;SARMIENTO 682;San Nicolas;1;1041.0;C1041AAN
-58.38273229;-34.61539348;1381;DON OGARDI;RESTAURANTE;ITALIANA;ANTIGUO;4382 7219;donogardi@hotmail.com;NO ESPECIFICADA;MEXICO;1176;N/A;MEXICO 1176;Monserrat;1;1097.0;C1097AAX
-58.5075109;-34.65568811;1293;DON PAQUITO;RESTAURANTE;INTERNACIONAL;MODERNO;4687 3100;N/A;NO ESPECIFICADA;ALBERDI JUAN BAUTISTA;6429;N/A;ALBERDI, JUAN BAUTISTA AV. 6429;Mataderos;9;1440.0;C1440ABC
-58.43599407;-34.57555705;142;DON`T TELL MAMA;RESTAURANTE;TRADICIONAL;MODERNO;4775 4798;N/A;NO ESPECIFICADA;PARAGUAY;5700;N/A;PARAGUAY 5700;Palermo;14;1425.0;C1425BTP
-58.42297337;-34.60743429;626;DON VICENTE;OTROS;MINUTAS;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;ACUÃ‘A DE FIGUEROA FRANCISCO;300;N/A;ACUÃ‘A DE FIGUEROA, FRANCISCO 300;Almagro;5;;CnanXXX
-58.4354457;-34.60319814;984;DON ZENON;RESTAURANTE;PARRILLA;CLASICO PORTENIO;4856 9864;N/A;martes a domingo de 12 a 15 y de 20 a 00;DRAGO LUIS MARIA;99;N/A;DRAGO, LUIS MARIA 99;Villa Crespo;15;1414.0;C1414AIA
-58.44809423;-34.60459268;2666;DON ZOILO;RESTAURANTE;PARRILLA;MODERNO;4588 1194;N/A;NO ESPECIFICADA;PUEYRREDON HONORIO DR.;1414;N/A;PUEYRREDON, HONORIO, DR. AV. 1414;Villa Crespo;15;1414.0;C1414CEQ
-58.39142774;-34.60195909;2216;DOORS;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4371 2834;N/A;NO ESPECIFICADA;TUCUMAN;1702;N/A;TUCUMAN 1702;San Nicolas;1;1050.0;C1050AAJ
-58.40170258;-34.59324909;1718;DOOTS;RESTAURANTE;INTERNACIONAL;MODERNO;4825 7080;comidasdoors@fibertel.com.ar;NO ESPECIFICADA;PUEYRREDON AV;1501;N/A;PUEYRREDON AV. 1501;Recoleta;2;1118.0;C1118AAF
-58.37245184;-34.59583884;1981;DORA;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4311 2891;N/A;lunes a sabado de 12 a 2;ALEM LEANDRO N.;1016;N/A;ALEM, LEANDRO N. AV. 1016;Retiro;1;1001.0;C1001AAS
-58.38345154;-34.61201426;1380;DOS DE ORO;BAR;GASTRONOMIA GENERAL;GENERAL;4381 7464;N/A;NO ESPECIFICADA;MORENO;1201;N/A;MORENO 1201;Monserrat;1;1091.0;C1091AAY
-58.43702739;-34.58485029;143;DOSHI;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4776 3506;N/A;NO ESPECIFICADA;FITZ ROY;1613;N/A;FITZ ROY 1613;Palermo;14;1414.0;C1414CHW
-58.41674176;-34.62084336;946;DOS MUNDOS;RESTAURANTE;PARRILLA;GENERAL;4931 1619;N/A;lunes a lunes de 12 a 15 y de 20 a 00;INDEPENDENCIA;3601;N/A;INDEPENDENCIA AV. 3601;Almagro;5;1226.0;C1226AAB
-58.43637194;-34.56395012;141;DOS REYES BAR;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4772 1165;dosreyesbar@hotmail.com;NO ESPECIFICADA;DEL LIBERTADOR;4986;N/A;DEL LIBERTADOR AV. 4986;Palermo;14;1426.0;C1426BWX
-58.37264542;-34.59954408;2215;DOWN TOWN MATIAS;PUB;GASTRONOMIA GENERAL;GENERAL;4311 0327;N/A;NO ESPECIFICADA;RECONQUISTA;701;N/A;RECONQUISTA 701;San Nicolas;1;1003.0;C1003ABO
-58.4502607;-34.55777459;504;DRAGON PORTEÃ‘O;RESTAURANTE;CHINA;CHINA;4784 8970;N/A;NO ESPECIFICADA;ARRIBEÃ‘OS;2137;N/A;ARRIBEÃ‘OS 2137;Belgrano;13;;CnanXXX
-58.43561886;-34.58476389;144;DRAGON & SWORD;OTROS;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;HONDURAS;5514;N/A;HONDURAS 5514;Palermo;14;1414.0;C1414BND
-58.37029835;-34.61612127;2565;DR. GUEVARA;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4361 1118;www.doctorguevara.com.ar;NO ESPECIFICADA;BALCARCE;711;N/A;BALCARCE 711;San Telmo;1;1064.0;C1064AAO
-58.38710864;-34.59691045;1720;DRINK STOP;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4811 0445;N/A;NO ESPECIFICADA;URUGUAY;1014;N/A;URUGUAY 1014;Recoleta;2;1016.0;C1016ACB
-58.37324862;-34.5956307;1983;DRUID IN;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4312 3688;N/A;NO ESPECIFICADA;RECONQUISTA;1040;N/A;RECONQUISTA 1040;Retiro;1;1003.0;C1003ABV
-58.43332139;-34.58299801;145;DUBILNERS;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;HUMBOLDT;1946;N/A;HUMBOLDT 1946;Palermo;14;1414.0;C1414CTV
-58.40211783;-34.59442345;1721;DUERO;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;SANTA FE;2499;N/A;SANTA FE AV. 2499;Recoleta;2;1123.0;C1123AAG
-58.42127718;-34.58164753;147;DUICINED;PUB;MINUTAS;CLASICO PORTENIO;4779 0762;N/A;NO ESPECIFICADA;SANTA FE;4130;N/A;SANTA FE AV. 4130;Palermo;14;1425.0;C1425BHQ
-58.46169509;-34.61482767;1159;DUO;RESTAURANTE;SANDWICHERIA;CLASICO PORTENIO;4582 6770;N/A;NO ESPECIFICADA;GAONA;2500;N/A;GAONA AV. 2500;Flores;7;1416.0;C1416DRZ
-58.3906077;-34.60302172;2217;D' VITTORIO;PUB;INTERNACIONAL;MODERNO;4375 4141;garsimin@uol.com.ar;NO ESPECIFICADA;LAVALLE;1669;N/A;LAVALLE 1669;San Nicolas;1;1048.0;C1048AAM
-58.43213352;-34.57857967;148;EA;BAR;MINUTAS;RUSTICA;4772 0011;N/A;NO ESPECIFICADA;PARAGUAY;5302;N/A;PARAGUAY 5302;Palermo;14;1425.0;C1425BTJ
-58.39360094;-34.63492274;1552;E & E;RESTAURANTE;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;CASEROS;2194;N/A;CASEROS AV. 2194;Parque Patricios;4;1264.0;C1264AAO
-58.43268735;-34.58072827;149;EFE 1;BAR;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;SOLER;5601;N/A;SOLER 5601;Palermo;14;1425.0;C1425BYG
-58.43007951;-34.57273961;150;EH! SANTINO;RESTAURANTE;ITALIANA;ITALIANA;4779 9060;N/A;NO ESPECIFICADA;BAEZ;196;N/A;BAEZ 196;Palermo;14;1426.0;C1426BRD
-58.37088637;-34.59983617;2218;EIFFEL;BAR;MINUTAS;MODERNO;4315 1524;N/A;NO ESPECIFICADA;ALEM LEANDRO N.;674;N/A;ALEM, LEANDRO N. AV. 674;San Nicolas;1;1001.0;C1001AAO
-58.37494165;-34.61275056;1383;EL 602;BAR;MINUTAS;MODERNO;4331 9917;N/A;lunes a sabado de 7 a 23;BELGRANO;602;N/A;BELGRANO AV. 602;Monserrat;1;1092.0;C1092AAT
-58.4087417;-34.64270375;1553;EL ALBA;RESTAURANTE;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;CHUTRO PEDRO  Prof. Dr.;3300;N/A;CHUTRO, PEDRO, Prof., Dr. 3300;Parque Patricios;4;1437.0;C1437IYN
-58.38529461;-34.60633783;2220;EL ALBA;BAR;MINUTAS;MODERNO;4372 4976;N/A;lunes a viernes de 6 a 19.30;PERON JUAN DOMINGO TTE.;1319;N/A;PERON, JUAN DOMINGO, TTE. GENERAL 1319;San Nicolas;1;1038.0;C1038ABA
-58.38336533;-34.61437922;1384;EL ALFARERO;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4382 6895;N/A;NO ESPECIFICADA;VENEZUELA;1215;N/A;REPUBLICA BOLIVARIANA DE VENEZUELA 1215;Monserrat;1;1095.0;C1095AAY
-58.37318673;-34.59296463;1982;EL ALGIBE;RESTAURANTE;INTERNACIONAL;GENERAL;4318 9000;N/A;lunes a domingo de 6 a 00;SAN MARTIN;1225;N/A;SAN MARTIN 1225;Retiro;1;1104.0;C1104AKC
-58.36802857;-34.61341727;1385;EL AMADOR;RESTAURANTE;INTERNACIONAL;MODERNO;4342 6104;N/A;lunes a viernes de 8 a 00;VENEZUELA;101;N/A;REPUBLICA BOLIVARIANA DE VENEZUELA 101;Monserrat;1;1095.0;C1095AAC
-58.44914758;-34.55518403;505;EL AMANECER DE CARLITOS;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;DEL LIBERTADOR;6172;N/A;DEL LIBERTADOR AV. 6172;Belgrano;13;1428.0;C1428ARR
-58.37871439;-34.60708686;2219;EL ANCLA DEL ORO;BAR;MINUTAS;MODERNO;4328 7830;N/A;lunes a viernes de 7.30 a 19;MITRE BARTOLOME;863;N/A;MITRE, BARTOLOME 863;San Nicolas;1;1036.0;C1036AAO
-58.3726413;-34.61599384;2564;EL ANDEN;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4342 4602;anden@ciudad.com.ar;lunes a viernes de 10 a 17 y sabado de 10 a 17 y de 19 a 4;CHILE;467;N/A;CHILE 467;Monserrat;1;1098.0;C1098AAI
-58.3726413;-34.61599384;1386;EL ANDEN;RESTAURANTE;INTERNACIONAL;BOHEMIO;4342 4602;N/A;lunes a sabado de 10 a 00;CHILE;467;N/A;CHILE 467;Monserrat;1;1098.0;C1098AAI
-58.4686683;-34.58345333;2756;EL ARBOLITO;RESTAURANTE;PARRILLA;CLASICO PORTENIO;4555 1489;N/A;NO ESPECIFICADA;TRIUNVIRATO;3302;N/A;TRIUNVIRATO AV. 3302;Villa Ortuzar;15;1427.0;C1427AAT
-58.37679279;-34.59922133;2221;EL ARGENTINO;BAR;MINUTAS;MODERNO;4328 6415;reservasarg@yahoo.com.ar;NO ESPECIFICADA;MAIPU;761;N/A;MAIPU 761;San Nicolas;1;1006.0;C1006ACI
-58.48018747;-34.57054656;2797;EL ARRIERO;RESTAURANTE;PARRILLA;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;LUGONES;2506;N/A;LUGONES 2506;Villa Urquiza;12;1430.0;C1430EBR
-58.40226896;-34.59913045;1723;EL ASADOR;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4963 2983;N/A;NO ESPECIFICADA;CORDOBA;2475;N/A;CORDOBA AV. 2475;Recoleta;2;1120.0;C1120AAG
-58.43224234;-34.56974063;151;EL BAGUAL;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4777 5028;N/A;NO ESPECIFICADA;ORTEGA Y GASSET;1777;N/A;ORTEGA Y GASSET 1777;Palermo;14;1426.0;C1426DHE
-58.47048739;-34.61829904;2735;EL BALON;BAR;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;BOLIVIA;1107;N/A;ESTADO PLURINACIONAL DE BOLIVIA 1107;Villa Gral. Mitre;11;1416.0;C1416ANA
-58.40212058;-34.60867033;745;EL BAR;CONFITERIA;INTERNACIONAL;CLASICO PORTENIO;4951 7174;N/A;NO ESPECIFICADA;MITRE BARTOLOME;2502;N/A;MITRE, BARTOLOME 2502;Balvanera;3;1039.0;C1039AAP
-58.38752068;-34.61101838;1388;EL BAR;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4373 8834;N/A;NO ESPECIFICADA;SAENZ PEÃ‘A LUIS PRES.;193;N/A;SAENZ PEÃ‘A, LUIS, PRES. 193;Monserrat;1;;CnanXXX
-58.40911452;-34.63456144;1556;EL BARCITO;RESTAURANTE;MINUTAS;RUSTICA;4942 4692;N/A;NO ESPECIFICADA;BRASIL;3195;N/A;BRASIL 3195;Parque Patricios;4;1260.0;C1260ABA
-58.39534823;-34.60583538;747;EL BAR.COM;BAR;TRADICIONAL;GENERAL;4951 4552;N/A;NO ESPECIFICADA;SARMIENTO;2015;N/A;SARMIENTO 2015;Balvanera;3;1044.0;C1044AAE
-58.5167599;-34.60883499;2705;EL BAR DE ALLENDE;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4502 7325;N/A;NO ESPECIFICADA;BEIRO FRANCISCO;4699;N/A;BEIRO, FRANCISCO AV. 4699;Villa Devoto;11;1419.0;C1419HZI
-58.46310484;-34.62376331;1146;EL BAR DE BICHI Y KUKI;CAFE;SANDWICHERIA;ANTIGUO;1550356961;N/A;NO ESPECIFICADA;AVELLANEDA;2300;N/A;AVELLANEDA AV. 2300;Flores;7;1406.0;C1406FYU
-58.37383176;-34.61492042;1387;EL BAR DE LA ESQUINA;RESTAURANTE;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;josedelcampo@hotamil.com;lunes a viernes de 8 a 20;MEXICO;536;N/A;MEXICO 536;Monserrat;1;1097.0;C1097AAL
-58.41258024;-34.61951751;746;EL BAR DE YANI;BAR;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;SANCHEZ DE LORIA;802;N/A;SANCHEZ DE LORIA 802;Balvanera;3;1220.0;C1220ADF
-58.37050037;-34.61213278;1389;EL BODEGON;RESTAURANTE;INTERNACIONAL;MODERNO;4343 4783;www.bodegonweb.com.ar;NO ESPECIFICADA;BALCARCE;378;N/A;BALCARCE 378;Monserrat;1;1064.0;C1064AAH
-58.3634437;-34.63415671;1233;EL BOLICHE;BAR;PARRILLA;CLASICO PORTENIO;4362 4031;N/A;lunes a domingo de 11 a 15.30;VALLE ARISTOBULO DEL;610;N/A;VALLE, ARISTOBULO DEL 610;Boca;4;1161.0;C1161AEH
-58.49841531;-34.55211683;2064;EL BOLICHE DE MANDO;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4544 9587;N/A;NO ESPECIFICADA;BALBIN RICARDO DR.;4881;N/A;BALBIN, RICARDO, DR. AV. 4881;Saavedra;12;1430.0;C1430ABG
-58.43662875;-34.6259362;985;EL BOMBON;RESTAURANTE;SANDWICHERIA;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;GOYENA PEDRO;627;N/A;GOYENA, PEDRO AV. 627;Caballito;6;1424.0;C1424BSG
-58.47435562;-34.63212882;1213;EL BRETON FENIX;RESTAURANTE;PIZZERIA;MODERNO;4612 7552;N/A;NO ESPECIFICADA;RIVADAVIA;7800;N/A;RIVADAVIA AV. 7800;Floresta;10;1406.0;C1406GMU
-58.4205234;-34.58556115;152;EL BUEN GOURMET;RESTAURANTE;PORTEÑA;CLASICO PORTENIO;4832 6684;N/A;NO ESPECIFICADA;CHARCAS;4063;N/A;CHARCAS 4063;Palermo;14;1425.0;C1425BNE
-58.48489332;-34.66168363;1292;EL BUEN GUSTO;RESTAURANTE;PIZZERIA;ANTIGUO;4682 6005;N/A;NO ESPECIFICADA;PERON EVA;5587;N/A;PERON, EVA AV. 5587;Mataderos;9;1439.0;C1439BSG
-58.37362326;-34.64312493;902;EL BURGUER MIX;RESTAURANTE;FAST FOOD;CLASICO PORTENIO;4303 6006;N/A;NO ESPECIFICADA;MONTES DE OCA MANUEL;1336;N/A;MONTES DE OCA, MANUEL 1336;Barracas;4;1270.0;C1270ABN
-58.40356277;-34.58331956;153;EL CABALLITO;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4806 0102;N/A;NO ESPECIFICADA;LAS HERAS GRAL.;2995;N/A;LAS HERAS GENERAL AV. 2995;Palermo;14;1425.0;C1425ASG
-58.4082552;-34.58926439;1722;EL CAFE DE ARENALES;RESTAURANTE;MINUTAS;MODERNO;4822 9239;N/A;lunes a sabado de 7.30 a 21.30;ARENALES;3102;N/A;ARENALES 3102;Recoleta;2;1425.0;C1425BEN
-58.43803466;-34.61909139;986;EL CAFE DE CABALLITO;CAFE;SANDWICHERIA;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;RIVADAVIA;5108;N/A;RIVADAVIA AV. 5108;Caballito;6;1424.0;C1424CET
-58.40564475;-34.62956001;1554;EL CAFE DE LA ESQUINA;CAFE;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;CHICLANA;2920;N/A;CHICLANA AV. 2920;Parque Patricios;4;1259.0;C1259AAO
-58.51925673;-34.63155068;2651;EL CAFE DEL VIDEO;CONFITERIA;SANDWICHERIA;MODERNO;NO DISPONIBLE;N/A;NO ESPECIFICADA;ALVAREZ JONTE;6199;N/A;ALVAREZ JONTE AV. 6199;Versalles;10;1408.0;C1408BXD
-58.45979951;-34.57599833;582;EL CANO GRILL;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4555 0272;N/A;NO ESPECIFICADA;ELCANO;3430;N/A;ELCANO AV. 3430;Colegiales;13;1426.0;C1426EJS
-58.37288773;-34.62090923;2566;EL CARACOL;RESTAURANTE;MINUTAS;ANTIGUO;4361 6497;N/A;lunes a domingo de 7 a 00;BOLIVAR;1101;N/A;BOLIVAR 1101;San Telmo;1;1066.0;C1066AAW
-58.50482429;-34.65369142;1294;EL CEDRON;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4687 0387;N/A;NO ESPECIFICADA;ALBERDI JUAN BAUTISTA;6101;N/A;ALBERDI, JUAN BAUTISTA AV. 6101;Mataderos;9;1440.0;C1440AAM
-58.41218363;-34.58976224;154;EL CEIBAL;RESTAURANTE;PARRILLA;CLASICO PORTENIO;4823 5807;N/A;NO ESPECIFICADA;GUEMES;3402;N/A;GUEMES 3402;Palermo;14;1425.0;C1425BKL
-58.47027657;-34.53758386;748;EL CENADO;CAFE;MINUTAS;MODERNO;4953 7814;N/A;NO ESPECIFICADA;VEDIA;1901;N/A;VEDIA 1901;NuÃ±ez;13;1429.0;C1429EJE
-58.38875737;-34.61249166;1390;EL CENTINELA;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;4372 9938;N/A;NO ESPECIFICADA;MORENO;1594;N/A;MORENO 1594;Monserrat;1;1093.0;C1093ABD
-58.38214004;-34.60584993;2222;EL CERRITO;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4382 7225;N/A;NO ESPECIFICADA;CERRITO;222;N/A;CERRITO 222;San Nicolas;1;1010.0;C1010AAF
-58.48138214;-34.61856551;1484;EL CHAMUYO;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4585 7439;N/A;NO ESPECIFICADA;BELAUSTEGUI LUIS Dr.;3202;N/A;BELAUSTEGUI, LUIS, Dr. 3202;Villa Santa Rita;11;1416.0;C1416CZP
-58.48080394;-34.63345034;1214;EL CHAVAL;RESTAURANTE;ITALIANA;ANTIGUO;4671 5237;N/A;NO ESPECIFICADA;RIVADAVIA;8327;N/A;RIVADAVIA AV. 8327;Floresta;10;1407.0;C1407DYF
-58.43082924;-34.60227603;627;EL CHICHE;RESTAURANTE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;CORRIENTES;4642;N/A;CORRIENTES AV. 4642;Almagro;5;1195.0;C1195AAS
-58.37405212;-34.59967113;1984;EL CLAUSTRO SANTA CATALINA RESTAURA;RESTAURANTE;DE AUTOR;MINIMALISTA;4312 0235;elclaustro_restaurant@ciudad.com.ar;lunes a viernes de 8 a 19;SAN MARTIN;705;N/A;SAN MARTIN 705;San Nicolas;1;1004.0;C1004AAO
-58.39973353;-34.60456417;749;EL CLAVEL;CAFE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;CORRIENTES;2311;N/A;CORRIENTES AV. 2311;Balvanera;3;1046.0;C1046AAB
-58.46069751;-34.62833309;1149;EL CLAVEL;CAFE;GASTRONOMIA GENERAL;GENERAL;NO DISPONIBLE;N/A;NO ESPECIFICADA;RIVADAVIA;6766;N/A;RIVADAVIA AV. 6766;Flores;7;1406.0;C1406GLX
-58.38043371;-34.60355518;2224;EL CLAVEL DE EGIPTO;RESTAURANTE;PORTEÑA;MODERNO;4390 3858;N/A;NO ESPECIFICADA;CORRIENTES;965;N/A;CORRIENTES AV. 965;San Nicolas;1;1043.0;C1043AAJ
-58.37677493;-34.60349306;2223;EL CLAVEL DE SUAREZ;RESTAURANTE;MINUTAS;MODERNO;4325 3320;N/A;lunes a jueves de 6 a 00 - viernes y sabado de 1 a 00;CORRIENTES;702;N/A;CORRIENTES AV. 702;San Nicolas;1;1043.0;C1043AAU
-58.50939936;-34.62594503;1325;EL CLAVO DE ORO;RESTAURANTE;MINUTAS;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;LOPE DE VEGA;1501;N/A;LOPE DE VEGA AV. 1501;Monte Castro;10;1407.0;C1407BOB
-58.50982291;-34.62272353;1326;EL CLON;RESTAURANTE;ITALIANA;CLASICO PORTENIO;4568 5075;N/A;NO ESPECIFICADA;ALVAREZ JONTE;5164;N/A;ALVAREZ JONTE AV. 5164;Monte Castro;10;1407.0;C1407GPS
-58.46108494;-34.56014431;506;EL COCOROCO;RESTAURANTE;PARRILLA;MODERNO;4788 6288;N/A;NO ESPECIFICADA;AMENABAR;2415;N/A;AMENABAR 2415;Belgrano;13;1428.0;C1428CQM
-58.43468437;-34.61742341;988;EL COLECCIONISTA;CAFE;SANDWICHERIA;CLASICO PORTENIO;4902 7954;N/A;NO ESPECIFICADA;RIVADAVIA;4929;N/A;RIVADAVIA AV. 4929;Caballito;6;1424.0;C1424CEE
-58.36835819;-34.64804086;903;EL CORDOBES;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;NO DISPONIBLE;N/A;NO ESPECIFICADA;RIO CUARTO;1308;N/A;RIO CUARTO 1308;Barracas;4;1292.0;C1292AAB
-58.36175076;-34.64019644;1235;EL CORSARIO;BAR;TRADICIONAL;MARINA;4301 6574;N/A;lunes a jueves de 10 a 22 - viernes a domingo de 10 a 1;DON PEDRO DE MENDOZA;1987;N/A;DON PEDRO DE MENDOZA AV. 1987;Boca;4;1169.0;C1169AAD
-58.38637667;-34.60051556;2225;EL CRACK;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4372 9759;N/A;NO ESPECIFICADA;VIAMONTE;1379;N/A;VIAMONTE 1379;San Nicolas;1;1053.0;C1053ACA
-58.42847926;-34.62518522;987;EL CREADOR;RESTAURANTE;PARRILLA;CLASICO PORTENIO;4925 4861;N/A;NO ESPECIFICADA;GOYENA PEDRO;99;N/A;GOYENA, PEDRO AV. 99;Caballito;6;1424.0;C1424BSA
-58.50080358;-34.66296567;1295;EL CRIOLLITO;RESTAURANTE;PARRILLA;FOLKLORICO;NO DISPONIBLE;N/A;NO ESPECIFICADA;DE LOS CORRALES;6575;N/A;DE LOS CORRALES AV. 6575;Mataderos;9;1440.0;C1440BBB
-58.38551982;-34.59784578;1985;EL CUARTITO;RESTAURANTE;PIZZERIA;CLASICO PORTENIO;4816 4331;N/A;lunes a lunes de 12 al cierre;TALCAHUANO;937;N/A;TALCAHUANO 937;Retiro;1;1013.0;C1013AAS
-58.38299085;-34.62595667;1105;EL DEPO;BAR;MINUTAS;CLASICO PORTENIO;4305 9894;N/A;NO ESPECIFICADA;PAVON;1201;N/A;PAVON 1201;Constitucion;1;1151.0;C1151ABC
-58.44476504;-34.60794624;989;EL DESTINO;RESTAURANTE;INTERNACIONAL;CLASICO PORTENIO;4982 1181;N/A;NO ESPECIFICADA;DIAZ VELEZ;5568;N/A;DIAZ VELEZ AV. 5568;Caballito;6;1405.0;C1405DCX
-58.37583534;-34.59882266;2226;EL DORADO;RESTAURANTE;MINUTAS;CLASICO PORTENIO;4322 5311 int 1;N/A;lunes a sabado de 7 a 00;CORDOBA;622;N/A;CORDOBA AV. 622;San Nicolas;1;1054.0;C1054AAS
-58.38960663;-34.59723312;1724;EL DORADO;RESTAURANTE;TRADICIONAL;CLASICO PORTENIO;4813 0677;N/A;NO ESPECIFICADA;ALVEAR MARCELO T. De;1600;N/A;ALVEAR, MARCELO T. De 1600;Recoleta;2;1060.0;C1060AAD
-58.38626786;-34.60983385;1392;EL DUENDE;RESTAURANTE;INTERNACIONAL;MODERNO;4508 0170;N/A;NO ESPECIFICADA;SAN JOSE;93;N/A;SAN JOSE 93;Monserrat;1;1076.0;C1076AAA
